,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one_category,choose_one_category:confidence,choose_one_category_gold,tweet_id,tweet_text
1270,917600099,False,finalized,3,3/27/2016 17:11:17,affected_people,0.6866,,'460510076378566657',First Case of Deadly Middle Eastern Virus Found in U.S. http://t.co/1aUciWnYHV   The Center for Disease Control has confirmed that a ca...
1271,917599369,False,finalized,3,3/27/2016 10:16:55,affected_people,1.0,,'460400959785418752',RT @CBCAlerts: Centers for Disease Control reports first case of #MERS in the United States. #CDC
1274,917600883,False,finalized,3,3/27/2016 19:59:53,affected_people,1.0,,'460584014567313408',"Newest US #MERS case was infected by Indiana patient, CDC says -  The Centers for Disease Control and Prevention... http://t.co/ujDFNcwXgW"
1278,917599389,False,finalized,4,3/27/2016 16:36:42,affected_people,0.7169,,'460404530157719552',RT @RT_America: Two hospital workers showing signs of deadly MERS virus in Florida http://t.co/klie6RK27F http://t.co/NaPu9kXARc
1280,917599762,False,finalized,4,3/27/2016 10:19:14,affected_people,0.7526,,'460457968828686336',http://t.co/dVMxAk2n5j First U.S. patient of deadly MERS virus responding to treatment
1284,917600496,False,finalized,4,3/27/2016 12:34:49,affected_people,1.0,,'460562827913084928',Saudi Arabia finds another 32 MERS cases as disease spreads: RIYADH (Reuters) - Saudi Ara... http://t.co/44dYNv1m5i #Moyyer #healthynews
1285,917600427,False,finalized,4,3/27/2016 12:55:42,affected_people,1.0,,'460561456644501504',Third Case of MERS Confirmed in the U.S. http://t.co/8IgTle6Se6   The U.S. Centers for Disease Control and Prevention confirmed on Satu...
1287,917600219,False,finalized,3,3/27/2016 16:35:05,affected_people,0.6265,,'460523519580069889',Interesting info 2 in Florida Show Symptoms of Deadly Middle Eastern Virus: Two healthcare work... http://t.co/kvgjWzlBEu #gigatownlevin
1288,917600552,False,finalized,3,3/27/2016 21:15:40,affected_people,1.0,,'460564460046786560',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... http://t.co/M6VsTgFrQE
1291,917599651,False,finalized,3,3/27/2016 10:52:05,affected_people,1.0,,'460441249862803457',ICYMI: 2 health workers who treated MERS patient report flu-like symptoms http://t.co/xwmj4ZGD5Z
1294,917599385,False,finalized,3,3/27/2016 10:19:25,affected_people,0.6726,,'460404012022771713',"Airports on alert after 2nd MERS case confirmed: HUNTSVILLE, Ala. (WAAY) Ã¢â¬â The Centers for Disease Control and... http://t.co/PBzRUIkbfk"
1295,917600363,False,finalized,4,3/27/2016 12:27:24,affected_people,1.0,,'460550813090209793',First Case of Deadly Middle Eastern Virus Found in U.S.: The Centers for Disease Control has confirmed that... http://t.co/5Lftfyzdru RT
1296,917599425,False,finalized,4,3/27/2016 10:16:51,affected_people,0.5087,,'460408286014341120',"""The first U.S. case of MERS-CoV has been reported in Indiana, the Centers for Disease Control and Prevention says."" via @cnnbrk"
1298,917600074,False,finalized,4,3/27/2016 16:33:56,affected_people,1.0,,'460507566993571840',CDC: First Case of Potentially Deadly MERS Disease in the U.S. http://t.co/uVICfSrFnv
1300,917599889,False,finalized,4,3/27/2016 12:21:40,affected_people,0.5,,'460471957029666816',#whatshot #news Orlando MERS virus case sparks questions http://t.co/KBgkgocdxf http://t.co/6JIdIaQODd #health #science
1304,917601083,False,finalized,3,3/27/2016 19:16:38,affected_people,0.3402,,'460621934523609088',"Newest U.S. MERS case was infected by Indiana patient, CDC says: The Centers for Disease Control and Prevention have identified an Il..."
1305,917601257,False,finalized,3,3/27/2016 19:50:26,affected_people,0.6596,,'460669281974616065',RT @Salon: It's spreading: Two more in Florida show symptoms of deadly MERS virus http://t.co/CjrmMZIVR3
1306,917600047,False,finalized,3,3/27/2016 12:19:20,affected_people,0.6677,,'460501330209943552',Potential MERS cases under watch in Thailand http://t.co/d7R30vu1V7 #Diseases #MERS #Middle_East
1308,917599351,False,finalized,3,3/27/2016 10:52:05,affected_people,0.6582,,'460398592939659264',#TyoNews MERS Mystery: Disease Detectives Search for Infected Travelers: Disease detectives are going th... http://t.co/wOevSVVyLm #News
1310,917601071,False,finalized,3,3/27/2016 21:12:30,affected_people,1.0,,'460617681700659200',"RT @mnt_diseases: WHO: two confirmed US MERS outbreaks, but still 'no public health emergency' http://t.co/oAUSLBBJhW #MERS #virus"
1311,917599502,False,finalized,4,3/27/2016 13:20:59,affected_people,0.8682,,'460419731682787328',RT @YahooNews: BREAKING: Two Orlando hospital employees who were exposed to patient with MERS are now showing symptoms. http://t.co/FstRvxlÃ¢â¬Â¦
1312,917599792,False,finalized,3,3/27/2016 10:07:44,affected_people,1.0,,'460463194570776576',Another 18 MERS Cases Identified In Saudi Arabia As Disease Spreads http://t.co/0iNckfvVPT http://t.co/gaPp1cAK6D #saudi
1313,917600134,False,finalized,4,3/27/2016 13:03:55,affected_people,0.7595,,'460513728102793216',Critical disease release in USA. MERS is started in SAUDI but patient is confirmed in USA. http://t.co/FCPl8JwGgE
1314,917601088,False,finalized,3,3/27/2016 22:40:00,affected_people,1.0,,'460623040829988864',Saudi Arabia finds another 32 MERS cases as disease spreads - Reuters - http://t.co/HdIWuEeR8E  #health #fitness #medical #tips #news
1315,917600981,False,finalized,3,3/28/2016 00:51:59,affected_people,0.6667,,'460591486015655936',"CDC-MERS-Frequently Asked Questions - @CDCgov 1st case found in USA on May 2, 2014 http://t.co/aZSM2O1JsC"
1316,917600727,False,finalized,3,3/27/2016 23:58:21,affected_people,0.6757,,'460577508333588480',"#healthcare Fla. MERS patient out of hospital; first U.S. transmission reported: The Orlando, Fla. patient dia... http://t.co/tzKce8aSYQ"
1320,917600433,False,finalized,5,3/27/2016 12:55:44,affected_people,0.6162,,'460561561627918336',(#Shaquille) 2 in Florida Show Symptoms of Deadly Middle Eastern Virus: Two healthcare workers at an Orlando-a... http://t.co/uaEa5gbcSI
1321,917600870,False,finalized,3,3/27/2016 22:40:51,affected_people,0.6471,,'460583139199287296',2 in Florida Show Symptoms of Deadly Middle Eastern Virus http://t.co/TutidiS85Z
1323,917601246,False,finalized,3,3/27/2016 23:13:24,affected_people,0.6635,,'460667593351639040',"Congress: IN reports first U.S. case of MERS-CoV, for which there are no treatments. My #D... http://t.co/dyK3WACgrI"
1326,917599827,False,finalized,3,3/27/2016 12:14:07,affected_people,1.0,,'460465012255895552',#DmEdiison_21 Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and... http://t.co/uCknB4QKcB @DmEdiison_21
1333,917599421,False,finalized,4,3/27/2016 13:24:29,affected_people,0.792,,'460407666964455424',RT @CMichaelGibson: 2 health care workers exposed to MERS patient had flu-like symptoms - http://t.co/1X5k4yBrFc http://t.co/QXiRFI4CL3
1336,917599992,False,finalized,3,3/27/2016 17:09:46,affected_people,0.6643,,'460492105383952384',First Case of Deadly Middle Eastern Virus Found in U.S.: The Center for Disease Control has confirmed that a c... http://t.co/xoBGLdLtWk
1338,917600156,False,finalized,4,3/27/2016 12:21:40,affected_people,0.7504,,'460515362472079360',Saudi Arabia finds another 18 MERS cases as disease spreads: RIYADH (Reuters) - Saudi Arabia has identified 18... http://t.co/2sRLo2uQuA
1339,917600706,False,finalized,3,3/27/2016 22:40:51,affected_people,0.6765,,'460577071052623872',CDC: First Case of Potentially Deadly MERS Disease in the U.S. http://t.co/GAWgg7tnub
1341,917599561,False,finalized,4,3/27/2016 10:13:50,affected_people,0.7452,,'460428413040201728',MERS cases revealed in Saudi Arabia raise questions - CBC.ca http://t.co/vB5HyieQwM #Saudi
1343,917599604,False,finalized,4,3/27/2016 16:41:06,affected_people,1.0,,'460435271645810689',"RT @timheidecker: Ã¢â¬Å@KTLA: 1st U.S. case of MERS, a potentially deadly disease from the Middle East."" we have developed a disease and calledÃ¢â¬Â¦"
1345,917600568,False,finalized,3,3/27/2016 19:50:26,affected_people,0.6596,,'460565234206257152',2 in Florida Show Symptoms of Deadly Middle Eastern Virus http://t.co/RvWPNz5uXe
1347,917600571,False,finalized,3,3/27/2016 22:55:17,affected_people,1.0,,'460565390829969409',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... http://t.co/Uv9xRfuDYB
1348,917599794,False,finalized,3,3/27/2016 10:27:26,affected_people,1.0,,'460463480672251904',RT @DHermannHC: 2 in Florida Show Symptoms of Deadly Middle Eastern Virus (via @Pocket) - http://t.co/fFXE0pfDTh
1354,917601002,False,finalized,3,3/28/2016 00:22:16,affected_people,1.0,,'460596401882161152',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... http://t.co/RfGhp5rqsH
1376,917600107,False,finalized,5,3/27/2016 17:44:37,affected_people,0.4207,,'460511171389714433',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... http://t.co/hKyZdiIjQ0
1380,917600580,False,finalized,3,3/27/2016 20:06:43,affected_people,0.6571,,'460566216529027072',RT @BigBoi: RT .@rawdawgbuffalo: Two hospital workers showing signs of deadly MERS virus in Florida http://t.co/j3h5bek5Se
1382,917601298,False,finalized,3,3/27/2016 20:06:15,affected_people,1.0,,'460672690655731712',RT @ReutersWorld: Saudi Arabia finds another 18 MERS cases as disease spreads http://t.co/uUxg85Jwnm
1385,917599966,False,finalized,4,3/27/2016 16:45:37,affected_people,1.0,,'460487831530799104',US reports third case of potential MERS virus http://t.co/p571mkmMLz #health #infectiousdiseases
1390,917599555,False,finalized,3,3/27/2016 23:18:43,affected_people,1.0,,'460427928942034944',"""The first U.S. case of MERS-CoV has been reported in Indiana, the Centers for Disease Control and Prevention says."" wat"
1392,917601220,False,finalized,3,3/27/2016 19:01:48,affected_people,0.6807,,'460660443275853824',"Newest US #MERS case was infected by Indiana patient, CDC says -  The Centers for Disease Control and Prevention... http://t.co/ujDFNcwXgW"
1393,917600428,False,finalized,4,3/27/2016 16:45:37,affected_people,1.0,,'460561483701977088',2 in Florida Show Symptoms of Deadly Middle Eastern Virus: Two healthcare workers at an Orlando-area hospital ... http://t.co/0jRLgP8IAX
1394,917600113,False,finalized,3,3/27/2016 12:02:45,affected_people,1.0,,'460512563344588800',First Case of Deadly Middle Eastern Virus Found in U.S.: The Center for Disease Control has confirme... http://t.co/uKTgHYxt1S @mashable
1398,917599499,False,finalized,3,3/27/2016 10:28:15,affected_people,1.0,,'460419247802687488',"Scary disease update: #MERS patient in Orlando discharged, all hospital workers test negative. Makes MERS 0-fer-3 in the U.S. so far."
1399,917599441,False,finalized,3,3/27/2016 09:45:48,affected_people,1.0,,'460410135593353217',Saudi Arabia reports another 32 MERS cases as disease spreads http://t.co/mfZ8B7DKA8
1401,917601035,False,finalized,3,3/27/2016 19:11:03,affected_people,1.0,,'460603202908344320',Saudi Arabia Finds Another 32 MERS Cases as Disease Spreads: Saudi Arabia said on Thursday it had identified 3... http://t.co/anMv2XJA9y
1404,917600675,False,finalized,3,3/27/2016 19:11:08,affected_people,0.3582,,'460576509212635137',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... http://t.co/lvvzSDiYqd
1405,917600364,False,finalized,3,3/27/2016 13:10:24,affected_people,1.0,,'460550877812916225',"@dazzacamilo shares First Case Of MERS Reported In Lebanon Ã¢â¬â Health Ministry: The disease,... http://t.co/syhdLO61OB by @ArabianBusiness"
1408,917600637,False,finalized,3,3/27/2016 22:55:17,affected_people,0.6725,,'460574888927830017',RT @rpollard: RT @HamdiHassan1 #Saudi Arabia finds another 18 #MERS cases as disease spreads http://t.co/8Y3lyJy05U Ã¢â¬Â¦ via @YahooNews
1412,917600162,False,finalized,5,3/27/2016 13:14:22,affected_people,1.0,,'460516343649820672',"Deadly MERS virus turns up in U.S. for first time. It's ""another reminder that diseases are just a plane ride away."" http://t.co/r16dlnoBFl"
1413,917600946,False,finalized,3,3/27/2016 21:24:09,affected_people,0.6884,,'460586282997915648',Previously unreported MERS cases raise tough questions for Saudi Arabia - CTV News CTV News Previously unreported  http://t.co/krMCVS9hUM
1419,917600797,False,finalized,3,3/27/2016 19:33:57,affected_people,1.0,,'460579265675673601',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... http://t.co/MMOAp6dK2S
1420,917600622,False,finalized,3,3/27/2016 19:12:02,affected_people,1.0,,'460571781581910016',"RT @CBCAlerts: Centers for Disease Control reporting a 2nd case of #MERS in US, this time in #Florida."
1425,917600521,False,finalized,3,3/27/2016 17:15:56,affected_people,1.0,,'460563133656879104',Saudi Arabia finds another 18 MERS cases as disease spreads: Saudi Arabia has identified 18 new cases of Middle... http://t.co/61SfwOQSCL
1429,917599888,False,finalized,3,3/27/2016 13:15:37,affected_people,1.0,,'460471830323535873',Two more people in Florida show symptoms of deadly MERS virus http://t.co/CbY5xVGvq1 via @Salon
1430,917600017,False,finalized,4,3/27/2016 12:32:33,affected_people,1.0,,'460495185357447168',"#BREAKING: CDC confirms first case of #MERS virus in American. Disease isn't highly contagious, but can be deadly http://t.co/mrfxbwgSP4"
1433,917601066,False,finalized,3,3/27/2016 21:05:36,affected_people,1.0,,'460615788613742592',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confir... http://t.co/2j5uRUbGVw @mashable
1436,917600260,False,finalized,4,3/27/2016 13:03:55,affected_people,1.0,,'460529810612043776',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... http://t.co/6zEtJX4imn
1439,917601210,False,finalized,3,3/27/2016 19:16:38,affected_people,0.6738,,'460658434027700224',Middle East Respiratory Syndrome (MERS) symptoms seen in two Florida health workers who had contact with infected patient; another 100 pe...
1446,917599406,False,finalized,3,3/27/2016 10:52:05,affected_people,1.0,,'460406506786394112',RT @HelenBranswell: 2 healthcare workers at Orlando hospital who had contact with 2nd #MERS case have flu-like symptoms.Waiting for test reÃ¢â¬Â¦
1450,917600412,False,finalized,3,3/27/2016 12:54:55,affected_people,1.0,,'460561178729906176',"RT @StephanieJOnFOX: ""The first U.S. case of MERS-CoV has been reported in Indiana, the Centers for Disease Control and Prevention says."" vÃ¢â¬Â¦"
1451,917600829,False,finalized,3,3/27/2016 22:14:48,affected_people,1.0,,'460581730009632768',"""The first U.S. case of MERS-CoV has been reported in Indiana, the Centers for Disease Control and Prevention says."" via @cnnbrk"
1453,917599700,False,finalized,3,3/27/2016 10:29:38,affected_people,0.6719,,'460449166800736256',MERS Mystery: Disease Detectives Search for Infected Travelers http://t.co/HzhOw95dmf #SahelNews
1454,917600441,False,finalized,5,3/27/2016 12:35:04,affected_people,0.8221,,'460561656133603329',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... http://t.co/7phP6qmHMz
1455,917600243,False,finalized,6,3/27/2016 12:32:12,affected_people,0.6735,,'460527115297771521',RT @NBCNews: MERS mystery: Disease detectives search for potentially infected travelers http://t.co/ogkl4y6a1s
1456,917600339,False,finalized,4,3/27/2016 13:17:40,affected_people,0.7247,,'460543934481981441',RT @FluTrackers: #Egypt-Attendant &amp; 2 passengers hospitalized 4 #coronavirus #MERS tests:breathing &amp; fever symptoms on plane from #KSA httpÃ¢â¬Â¦
1457,917600634,False,finalized,3,3/28/2016 00:06:30,affected_people,0.6784,,'460574115213344768',2 in Florida Show Symptoms of Deadly Middle Eastern Virus http://t.co/12FzLAxwcH
1460,917600641,False,finalized,3,3/27/2016 21:14:41,affected_people,1.0,,'460575668074315776',#YovanielRd Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control an... http://t.co/nfREuA7tJh #Aneury_Montilla
1466,917599873,False,finalized,3,3/27/2016 12:55:52,affected_people,0.6725,,'460469827803414529',"The first U.S. case of MERS-CoV has been reported in Indiana, the Centers for Disease Control and Prevention says. http://t.co/ShpfNL7qi6"
1470,917600779,False,finalized,3,3/27/2016 21:30:16,affected_people,1.0,,'460578580729446400',"""The first U.S. case of MERS-CoV has been reported in Indiana, the Centers for Disease Control and Prevention says."" via @cnnbrk"
1471,917599673,False,finalized,4,3/27/2016 13:19:40,affected_people,1.0,,'460446299754467331',RT @GDNonline: #US officials confirm second #Mers case http://t.co/fuqjT5j8qF #disease #health #medical
1476,917599900,False,finalized,5,3/27/2016 12:24:44,affected_people,0.5837,,'460474247824293888',The CDC have confirmed the first known case of the deadly infectious disease MERS in the USA. http://t.co/BpTcsTmB9J
1480,917600743,False,finalized,3,3/27/2016 20:35:19,affected_people,1.0,,'460577751582253056',Saudi Arabia finds another 18 MERS cases as disease spreads: RIYADH (Reuters) - Saudi Arabia has identified 18... http://t.co/PXhQfbTbnJ
1482,917600361,False,finalized,3,3/27/2016 17:08:00,affected_people,0.6863,,'460550252383051777',Deadly respiratory disease called MERS virus reported in U.S. http://t.co/rwf6twVasI
1483,917600954,False,finalized,3,3/27/2016 19:39:25,affected_people,0.6857,,'460587166272602112',The Centers for Disease Control and Prevention (CDC) confirms MERS in US http://t.co/a4I4HFIl84
1485,917599609,False,finalized,3,3/27/2016 09:56:09,affected_people,1.0,,'460435272463695874',#Technology: Ã¢âÂ¹Ã¯Â¸Â Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control a... http://t.co/iLF8TJgn70 Ã¢Åâ¦ #HighTech
1486,917599542,False,finalized,4,3/27/2016 16:36:42,affected_people,1.0,,'460427424040488960',First Case of Deadly Middle Eastern Virus Found in U.S.: The Center for Disease Control has confirmed that a c... http://t.co/bx4Y1vEr27
1494,917600466,False,finalized,3,3/27/2016 12:38:45,affected_people,0.6656,,'460562208850587648',2 in Florida Show Symptoms of Deadly Middle Eastern Virus http://t.co/IyIa72nHEr via mashable #tech
1495,917600317,False,finalized,3,3/27/2016 17:08:00,affected_people,1.0,,'460539382156386304',Saudi Arabia finds another 32 MERS cases as disease spreads - #Android #IOS #ksa #uae http://t.co/xogbtJXh0b #health #news
1498,917599632,False,finalized,3,3/27/2016 16:51:23,affected_people,1.0,,'460438207490838529',"Newest U.S. MERS case was infected by Indiana patient, CDC says: The Centers for Disease Control and Preventio... http://t.co/M8dTbF2YIC"
1503,917600201,False,finalized,3,3/27/2016 13:10:24,affected_people,1.0,,'460521855565053952',US confirms first case of #MERS #coronavirus http://t.co/8NI0EQ0CDi @BBCNews #infectiousdisease #globalization
1509,917599665,False,finalized,4,3/27/2016 11:05:36,affected_people,0.6259,,'460444093538000898',MERS Mystery: Disease Detectives Search for Infected Travelers http://t.co/ZLr1oh6S72
1512,917599735,False,finalized,3,3/27/2016 10:29:07,affected_people,0.6581,,'460453538036862977',RT @snwann: 2 Orlando health care workers exposed to #MERS patient now have symptoms http://t.co/VwWTaRO3KE #CNNArabic
1513,917600843,False,finalized,3,3/27/2016 21:22:18,affected_people,0.6307,,'460582458648313857',"RT @DrNancyNBCNEWS: Twenty health care workers, two doctors, who came into contact with MERS patient are being checked for disease in OrlanÃ¢â¬Â¦"
1516,917600195,False,finalized,4,3/27/2016 12:32:33,affected_people,0.7389,,'460521116885196800',"*googles MERS symptoms* @c_write #MERS patient was working in Riyad, Saudi Arabia before traveling by plane then bus back to Indiana.ÃÂ»"
1517,917600191,False,finalized,4,3/27/2016 12:53:40,affected_people,0.5086,,'460520709521813505',RT @maiamajumder: 39/F #MERS case in latest KSA report tested NEG twice after onset of respiratory symptoms; finally tested POS 21 days aftÃ¢â¬Â¦
1518,917601113,False,finalized,3,3/27/2016 19:33:57,affected_people,1.0,,'460630334649143296',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... http://t.co/pcNcGQkFRV
1520,917600605,False,finalized,3,3/27/2016 23:15:51,affected_people,0.6635,,'460568279443337216',First case of #MERS raising concerns and questions: http://t.co/L0C8opixxO via @ahchealthenews by @AdvocateMasonic http://t.co/yipCfypu5z
1521,917601092,False,finalized,3,3/27/2016 22:36:21,affected_people,1.0,,'460624986042929152',#DmEdiison_21 Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and... http://t.co/lACzYDtbUX @DmEdiison_21
1524,917599759,False,finalized,3,3/27/2016 10:29:38,affected_people,0.6562,,'460457847042486273',2 Hospital Workers Treating MERS Patient Show Virus-Like Symptoms: MoreWhat Is MERS? HereÃ¢â¬â¢s What You Need To K... http://t.co/xMfuTgzWB3
1525,917627019,True,golden,147,,affected_people,0.5511,other_useful_information,'460427539026939904',RT @NBCNewsHealth: MERS Mystery: Disease Detectives Search for Infected Travelers http://t.co/hrNLOeKxr4
1526,917599945,False,finalized,3,3/27/2016 16:47:53,affected_people,1.0,,'460483811478732800',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... http://t.co/fafloHZ9pM
1528,917600344,False,finalized,4,3/27/2016 12:28:20,affected_people,0.2747,,'460545545803923456',"Saudis Question Mecca Preparedness as MERS Spreads: As MERS virus spreads, Saudis question Mecca preparedness ... http://t.co/PIK3yVMeeX"
1530,917600692,False,finalized,3,3/27/2016 19:33:57,affected_people,1.0,,'460576796833251329',Saudi Arabia Finds Another 32 MERS Cases as Disease Spreads: Saudi Arabia said on Thursday it had identified 3... http://t.co/OsCpd5dchD
1532,917601284,False,finalized,3,3/27/2016 20:59:52,affected_people,1.0,,'460671873244602368',"Newest US MERS case was infected by Indiana patient, CDC says -  The Centers for Disease Control and Prevention... http://t.co/UcSkbdzg8K"
1535,917599374,False,finalized,3,3/27/2016 09:46:11,affected_people,1.0,,'460401843927937024',#SaudiArabia finds another 32 MERS cases as disease spreads: Saudi Arabia said on Thursday it had iden... http://t.co/89A2es4jjk
1546,917599833,False,finalized,3,3/27/2016 13:15:37,affected_people,1.0,,'460465343798865920',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... http://t.co/VkF55qFrwE
1548,917601075,False,finalized,3,3/27/2016 21:05:36,affected_people,1.0,,'460618838661292032',Saudi Arabia finds another 18 MERS cases as disease spreads: RIYADH (Reuters) - Saudi Arabia has identified 18... http://t.co/o1ueK5KiO6
1549,917600881,False,finalized,3,3/27/2016 19:47:13,affected_people,1.0,,'460583903019806722',"RT @CBCAlerts: Centers for Disease Control reporting a 2nd case of #MERS in US, this time in #Florida."
1550,917600429,False,finalized,3,3/27/2016 13:26:47,affected_people,0.6426,,'460561500583649281',Ã¢â¬Å@asapstromberg: of course MERS disease first case was found in chicago and now its in indiana and florida!!!!!!Ã¢â¬Â yes yes YES
1551,917600194,False,finalized,4,3/27/2016 16:35:34,affected_people,1.0,,'460521004117131264',Saudi Arabia finds another 18 MERS-CoV cases as disease spreads http://t.co/FI2H7xLRFu #MERS #coronavirus
1552,917601236,False,finalized,3,3/27/2016 21:13:18,affected_people,0.6822,,'460664709218574336',RT @CBCTheNational: WATCH: A Canadian doctor is being monitored for symptoms of the deadly MERS virus. http://t.co/sqQRwgST4j
1565,917600798,False,finalized,3,3/27/2016 19:01:48,affected_people,0.3556,,'460579272298872832',"Middle East respiratory syndrome coronavirus spotted in Indiana. I was reading up on this disease earlier this week, no bueno. 33% die."
1566,917600882,False,finalized,3,3/27/2016 21:22:18,affected_people,1.0,,'460583943834574848',JUST IN: Contact of man hospitalized in Indiana with first U.S. case of MERS has also tested positive for the disease http://t.co/2B5rLdxQvT
1567,917600338,False,finalized,4,3/27/2016 17:44:37,affected_people,0.5268,,'460543782501367808',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... http://t.co/ivZN70zzaT
1568,917601104,False,finalized,3,3/27/2016 22:17:10,affected_people,1.0,,'460628395420692482',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Saturday that a third case...
1569,917600332,False,finalized,4,3/27/2016 12:34:49,affected_people,0.4841,,'460543151115997184',"New post: MERS patient has no symptoms, released from Indiana hospital http://t.co/JpqwbFHNRT"
1571,917600410,False,finalized,3,3/27/2016 13:07:34,affected_people,1.0,,'460561135029063680',RT @Treyfish: Saudi Arabia Finds Another 32 MERS Cases as Disease Spreads http://t.co/Lrv2RgqAjc via @ndtv
1572,917599602,False,finalized,4,3/27/2016 10:16:51,affected_people,0.7719,,'460435253958438912',#SocialMedia 2 in Florida Show Symptoms of Deadly Middle Eastern Virus: Two healthcare worker... http://t.co/Flf8TST5uZ @EfrainSalinasMX
1577,917600368,False,finalized,5,3/27/2016 12:50:40,affected_people,1.0,,'460551551547756544',Saudi Arabia Finds Another 32 MERS Cases as Disease Spreads: Saudi Arabia said on Thursday it had identified 3... http://t.co/otxCewswzE
1578,917599864,False,finalized,3,3/27/2016 17:12:40,affected_people,1.0,,'460468086273871872',"Uh oh!  CNN Breaking News - The first U.S. case of MERS-CoV has been reported in Indiana, the Centers for Disease... http://t.co/2JTlR16XhR"
1580,917600729,False,finalized,3,3/27/2016 22:35:49,affected_people,0.6704,,'460577601111588865',2 in Florida Show Symptoms of Deadly Middle Eastern Virus http://t.co/UkWedcJUpT
1582,917599932,False,finalized,3,3/28/2016 00:22:16,affected_people,1.0,,'460480486087725056',Third Case of MERS Confirmed in the U.S.: The U.S. Centers for Disease Control and Prevention confirmed on Sat... http://t.co/madke9g6lW
1583,917600370,False,finalized,4,3/27/2016 12:08:14,affected_people,1.0,,'460551814622883840',#500aDay #1000aDay Saudi Arabia finds another 18 MERS cases as disease spreads http://t.co/OEQqRndwS9
1,917601269,False,finalized,3,3/27/2016 23:13:24,disease_signs_or_symptoms,0.6635,,'460671043456466944',RT @FluTrackers: Crespo: Says Canada contact has no symptoms and his tests are pending #coronavirus #MERS
3,917600251,False,finalized,5,3/27/2016 13:04:24,disease_signs_or_symptoms,0.6074,,'460528026518695936',"MERS patient has no symptoms, released from Indiana hospital Ã¢â¬â Chicago Sun-Times: ABC News MERS patient has no... http://t.co/wSK1qjlk9x"
10,917599878,False,finalized,3,3/27/2016 16:35:05,disease_signs_or_symptoms,0.7235,,'460470296328142848',RT @CDCtravel: Travelers to Arabian Peninsula: protect yourselves &amp; know the symptoms of #MERS when to seek care:  http://t.co/wUo6xOtNsf
11,917600531,False,finalized,3,3/27/2016 22:38:22,disease_signs_or_symptoms,0.3534,,'460563338481528832',RT @CBCAlerts: Two US hospital workers who'd shown symptoms after caring for #Florida #MERS patient test negative for deadly virus.
14,917600275,False,finalized,3,3/27/2016 18:25:40,disease_signs_or_symptoms,0.6881,,'460534369363308545',2 Hospital Workers Treating MERS Patient Show Virus-Like Symptoms: MoreWhat Is MERS? HereÃ¢â¬â¢s What You Need To K... http://t.co/W862zPFfQr
23,917600624,False,finalized,3,3/27/2016 19:11:08,disease_signs_or_symptoms,0.6866,,'460572688487309312',2 in Florida Show Symptoms of Deadly Middle Eastern Virus http://t.co/sqLGQaVGhb
58,917601136,False,finalized,3,3/27/2016 21:57:24,disease_signs_or_symptoms,0.6508,,'460635416979595265',RT @FredaLolley: 2 in Florida Show Symptoms of Deadly Middle Eastern Virus http://t.co/h4vDV6xSuv http://t.co/5FXxhRVxo0
69,917601034,False,finalized,3,3/27/2016 23:17:20,disease_signs_or_symptoms,0.6687,,'460602557572718593',"MERS patient has no symptoms, released from Indiana hospital"
76,917600547,False,finalized,3,3/27/2016 21:57:24,disease_signs_or_symptoms,0.6508,,'460564071893323776',"MERS patient has no symptoms, released from Indiana hospital Ã¢â¬â Chicago Sun-Times: ABC News MERS patient has no... http://t.co/RlDGiFT1t4"
87,917599338,False,finalized,4,3/27/2016 10:17:11,disease_signs_or_symptoms,1.0,,'460398004596244482',"Coronavirus symptoms include: fever, coughing, shortness of breath, congestion in the nose and throat, and in some cases diarrhea."
