,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one_category,choose_one_category:confidence,choose_one_category_gold,tweet_id,tweet_text
1553,916224073,False,finalized,3,3/24/2016 16:28:27,disease_transmission,1.0,,'497087360774176768',RT @WHO: #Nigeria is now free of #Ebola virus transmission http://t.co/LyfE3s9b2C
1568,916223165,False,finalized,3,3/24/2016 11:41:09,disease_transmission,1.0,,'497086319307542530',RT @aaronrobinow: Kenya and Zimbabwe have a 3-week waiting period before flying to stop the transmission of #Ebola... the USA won't b/c it Ã¢â¬Â¦
4,916224857,False,finalized,3,3/25/2016 08:35:11,disease_signs_or_symptoms,1.0,,'497088163785887744',RT @nevergiveup2004: #Ebola Symptoms http://t.co/vzU6nogabG
6,916223567,False,finalized,3,3/24/2016 17:37:25,disease_signs_or_symptoms,0.6758,,'497086838214242305',RT @LaurenMatter: #Breaking: Amarillo hospital on lockdown after patient showed up with Ebola-like symptoms. Officials says he is high riskÃ¢â¬Â¦
17,916224758,False,finalized,3,3/25/2016 11:15:03,disease_signs_or_symptoms,0.659,,'497088108455014400',"@Laurie_Garrett And: ""Woman showing Ã¢â¬Ësigns consistent with Ebola infectionÃ¢â¬â¢ dies ON flight to India via Abu Dhabi"" http://t.co/LIZF3kDieG"
19,916223603,False,finalized,5,3/24/2016 11:42:01,disease_signs_or_symptoms,0.8015,,'497086861463273472',"RT @betswrites: Despite early signs this was no ordinary #Ebola outbreak, aid lagged. @ForsythJenn &amp; I went through the data. http://t.co/5Ã¢â¬Â¦"
26,916224103,False,finalized,3,3/24/2016 16:39:44,disease_signs_or_symptoms,0.647,,'497087397432410112',More than 100 monitored for #Ebola symptoms in #Ohio: http://t.co/bxqnHCpuam http://t.co/n03Qj24Vxj
29,916223602,False,finalized,4,3/24/2016 11:46:25,disease_signs_or_symptoms,0.7492,,'497086860838338560',"Good info here RT @JulieWolfe: Comparing symptoms of flu, #Ebola, enterovirus D68 #FactsNotFear http://t.co/CO37Ncjdj7"
35,916223252,False,finalized,3,3/24/2016 11:34:44,disease_signs_or_symptoms,1.0,,'497086415780716544',RT @lopezlinkph: Wellness update: #Ebola Signs and Symptoms cc: @SalamatDok @DOHgovph http://t.co/tAqUdcUepv
44,916224439,False,finalized,3,3/25/2016 09:28:38,disease_signs_or_symptoms,0.6939,,'497087784398495744',"RT @cnnbrk: 75 health care workers in Dallas being monitored for any #Ebola symptoms, official says. http://t.co/ikXPBQnIDh"
48,916223236,False,finalized,3,3/24/2016 11:44:43,disease_signs_or_symptoms,1.0,,'497086401301975040',"RT @6News: Do you know the difference? Here are the symptoms of the flu, Enterovirus and #Ebola, in addition to a fever. http://t.co/fUdUKiÃ¢â¬Â¦"
60,916224293,False,finalized,3,3/24/2016 16:33:08,disease_signs_or_symptoms,0.6617,,'497087595017293824',"RT @ShawnRTV6: DEVELOPING: patient in Lafayette, IN being monitored for #ebola-like symptoms  http://t.co/5Ns4EaH5gi"
64,916224967,False,finalized,3,3/25/2016 10:25:12,disease_signs_or_symptoms,0.6829,,'497088255020384256',People keep coming up with these outrageous symptoms of #Ebola  relax people.
65,916224998,False,finalized,3,3/25/2016 09:49:52,disease_signs_or_symptoms,0.6486,,'497088276780826625',Go for Ebola Test immediately if you Notice this Symptoms http://t.co/aNtwmQolBU @PlayNaija @PlayNaija
76,916224366,False,finalized,3,3/24/2016 16:09:31,disease_signs_or_symptoms,1.0,,'497087681533579265',Stop hysteria RT @chrissywtaylor Yale-New Haven Hospital patient tests negative after displaying #Ebola-like symptoms http://t.co/xJcjyBHucB
86,916224517,False,finalized,3,3/25/2016 10:44:16,disease_signs_or_symptoms,1.0,,'497087890879291392',"#Ebola symptoms: fever, headache, muscle aches, weakness, no appetite, stomach pain, vomiting, diarrhea &amp; bleeding: https://t.co/aBdm1dCavq"
92,916224554,False,finalized,3,3/25/2016 07:42:20,disease_signs_or_symptoms,0.6519,,'497087926375677953',RT @KTNKenya: Uganda patient with Ebola-like signs tests negative for the virus http://t.co/ouj6gHYfLL http://t.co/FYO8kTCoss
137,916224838,False,finalized,3,3/25/2016 10:56:31,disease_signs_or_symptoms,1.0,,'497088152532553728',@CDCgov's Dr. Braden says #AmberVinson did not have any of the typical #Ebola symptoms while she was in Ohio. #wkyc
139,916223375,False,finalized,3,3/24/2016 12:36:24,disease_signs_or_symptoms,1.0,,'497086576158339074',RT @FoxNews: More than 100 monitored for #Ebola symptoms in #Ohio: http://t.co/IYu3EiTEUQ
158,916224596,False,finalized,3,3/25/2016 13:18:14,disease_signs_or_symptoms,1.0,,'497087963893755905',RT @KGWNews: These are the symptoms of #Ebola. #FactsNotFear http://t.co/fb3umzrfsP
160,916224645,False,finalized,3,3/25/2016 07:58:16,disease_signs_or_symptoms,0.6235,,'497087996273758208',RT @JaokoMeswa: media which are quick to tell us about pres Uhuru on no issues should educate kenyans on Ebola symptoms not asking for natiÃ¢â¬Â¦
166,916223676,False,finalized,3,3/24/2016 17:02:40,disease_signs_or_symptoms,0.6571,,'497086911467757568',"RT @Reuters: A woman with Ebola-like symptoms has been taken to a hospital in Berlin, according to German media: http://t.co/tbw63LriUf"
167,916223767,False,finalized,3,3/24/2016 17:15:11,disease_signs_or_symptoms,1.0,,'497087017797177344',"RT @NTANewsNow: Ebola symptoms starts as malaria or cold then vomiting, weakness, Joint &amp; Muscle Ache, Stomach pain and Lack of Appetite. #Ã¢â¬Â¦"
172,916224144,False,finalized,3,3/24/2016 17:11:02,disease_signs_or_symptoms,0.6667,,'497087430298972160',http://t.co/Q452fFasCZ Nigerian who died of cancer on flight via UAE shows signs of Ebola - http://t.co/5kCcK2iWba
180,916224749,False,finalized,3,3/25/2016 10:04:54,disease_signs_or_symptoms,0.6154,,'497088099139473409',"RT @NTANewsNow: Ebola symptoms starts as malaria or cold then vomiting, weakness, Joint &amp; Muscle Ache, Stomach pain and Lack of Appetite. #Ã¢â¬Â¦"
185,916223681,False,finalized,3,3/24/2016 16:09:39,disease_signs_or_symptoms,1.0,,'497086918148894720',"RT @PaulSzoldra: Man with strange symptoms of EBOLA OMG hospitalized in NYC, test turns out negative for EBOLA. HE ALMOST HAD EBOLA. DeveloÃ¢â¬Â¦"
200,916224525,False,finalized,3,3/25/2016 11:14:47,disease_signs_or_symptoms,1.0,,'497087899355983872',Ferociously googling symptoms of the ebola virus because the chick behind me on the train is coughing up a storm. Stay back bitch. Ã°Å¸ËÂ·Ã°Å¸ËÂ·Ã°Å¸ËÂ·
205,916224535,False,finalized,3,3/25/2016 07:40:24,disease_signs_or_symptoms,0.6782,,'497087909418131456',RT @andersoncooper: Wow... CDC now investigating if 2nd #ebola infected nurse was showing symptoms when she flew to Ohio...days earlier thaÃ¢â¬Â¦
210,916224396,False,finalized,3,3/24/2016 16:46:18,disease_signs_or_symptoms,1.0,,'497087732657553408',"RT @LEAPAfrica: 5. #Ebola symptoms include Fever, headache, joint and muscle pains followed by vomiting, diarrhea, rash, internal and exterÃ¢â¬Â¦"
217,916223925,False,finalized,3,3/24/2016 17:07:19,disease_signs_or_symptoms,0.7018,,'497087217106300929',"UGANDA ISOLATES passenger with Ebola-like symptoms, awaiting for test results. It is the first case to be tested in east Africa."
222,916224294,False,finalized,3,3/24/2016 16:28:27,disease_signs_or_symptoms,1.0,,'497087595395178497',RT @NewstalkZB: Canada patient 'has Ebola-like symptoms' http://t.co/6DbzsLSLpq
225,916224656,False,finalized,3,3/25/2016 07:42:20,disease_signs_or_symptoms,0.6519,,'497088002833645569',@robertwhowie2 apparently #Ebola patients aren't infectious to others until they exhibit symptoms themselves (around 7-9 days) @Independent
229,916224528,False,finalized,3,3/25/2016 08:03:02,disease_signs_or_symptoms,0.659,,'497087902828863488',#Ebola? #Ontario #Canada patient from #Nigeria with flu symptoms. @kenneyjason @healthcanada #cdnpoli #pandemic  http://t.co/VA6YfcQE0L
237,916223544,False,finalized,3,3/24/2016 11:36:32,disease_signs_or_symptoms,0.6591,,'497086816793948160',"RT @ebolareadiness: A plain language overview of common #Ebola symptoms. Know when it's time to worry, and when it's not! http://t.co/jKfHfÃ¢â¬Â¦"
253,916223966,False,finalized,3,3/25/2016 09:06:09,disease_signs_or_symptoms,0.3819,,'497087251734855682',Ebola: Why is it this disease we fear ? http://t.co/jdSkvcSTtE (via @NewsfusionApps #Health News)
261,916224526,False,finalized,3,3/25/2016 09:49:11,disease_signs_or_symptoms,1.0,,'497087901398601728',RT @11AliveNews: #Ebola symptoms can appear from 2-21 days after exposure #FactsNotFear http://t.co/6OBaU5M20x
262,916225059,False,finalized,3,3/25/2016 11:06:44,disease_signs_or_symptoms,0.6768,,'497088323236536320',"RT @NEJM: WHO team presents new data on #Ebola symptoms, case fatality rate, incubation period. 20,000+ may be infected by Nov. http://t.coÃ¢â¬Â¦"
263,916223809,False,finalized,3,3/24/2016 15:57:47,disease_signs_or_symptoms,0.6389,,'497087075989327872',Ebola: Five undergoing tests in Nasarawa: By: Olaoluwa Folalu Fears of an outbreak of the Ebola Virus Disease ... http://t.co/nvx7YG3bsF
265,916223768,False,finalized,3,3/24/2016 17:51:59,disease_signs_or_symptoms,0.3534,,'497087020276408320',RT @PzFeed: BREAKING: Employment agency in Berlin placed in quarantine after woman who visited West Africa collapses with signs of Ebola. BÃ¢â¬Â¦
269,916223445,False,finalized,3,3/24/2016 11:51:41,disease_signs_or_symptoms,1.0,,'497086673428434944',RT @LetsTalkEbola: #Ebola SYMPTOMS Sudden onset of fever Weakness Muscle pain Headache Sore throat Followed by Vomitin Diarrhea Rash internÃ¢â¬Â¦
274,916223277,False,finalized,4,3/24/2016 11:51:23,disease_signs_or_symptoms,1.0,,'497086445589639168',"Ori e te, atole owshi""@dammydr3zy: Cc @Proud_EkitiGirl ""@sir_hamza: Cc that tweep you think has symptoms of Ebola? #VectorIsBack"""""
286,916223197,False,finalized,3,3/24/2016 13:03:05,disease_signs_or_symptoms,0.6716,,'497086350534127616',RT @AndreaMcCarren: #Ebola symptoms. Please share. And follow me for #FactsNotFear. @wusa9 http://t.co/yyoTHe8Pxt
290,916224816,False,finalized,3,3/25/2016 09:53:26,disease_signs_or_symptoms,1.0,,'497088139026915328',"RT @NTANewsNow: Ebola symptoms starts as malaria or cold then vomiting, weakness, Joint &amp; Muscle Ache, Stomach pain and Lack of Appetite. #Ã¢â¬Â¦"
293,916223605,False,finalized,5,3/24/2016 11:42:01,disease_signs_or_symptoms,0.5764,,'497086863744577536',"Husband of Ebola patient watching for signs of disease: David Writebol: ""I am taking my temperature every day""... http://t.co/tIxxokHeAh"
300,916223631,False,finalized,4,3/24/2016 11:28:50,disease_signs_or_symptoms,0.5222,,'497086881905922049',"RT @VictorAdeyemi: Have yourself checked at onset of suspicious symptoms,wash and sanitize hands regularly,protect yourself in caring for oÃ¢â¬Â¦"
308,916223756,False,finalized,3,3/24/2016 16:44:26,disease_signs_or_symptoms,0.6757,,'497087006988836864',"RT @WSJ: Man hospitalized in New York City with Ebola-like symptoms doesn't have the deadly disease, officials say. http://t.co/Piwm3xdelZ"
313,916224956,False,finalized,3,3/25/2016 07:52:37,disease_signs_or_symptoms,1.0,,'497088247936208896',"RT @BabsofBtown: IU Health Arnett Spokesperson says person with ""Ebola-like"" symptoms came in this afternoon. They don't know yet if personÃ¢â¬Â¦"
329,916224732,False,finalized,3,3/25/2016 10:57:38,disease_signs_or_symptoms,1.0,,'497088067149504514',"Meanwhile, everyone knows she had symptoms. ThatÃ¢â¬â¢s what a low grade fever is all about. Low grade fever is a symptom. #Ebola"
331,916224851,False,finalized,3,3/25/2016 08:42:25,disease_signs_or_symptoms,1.0,,'497088158505660416',RT @KGWNews: These are the symptoms of #Ebola. #FactsNotFear http://t.co/fb3umzrfsP
340,916224548,False,finalized,3,3/25/2016 07:55:46,disease_signs_or_symptoms,0.6342,,'497087920847998976',FASHOLA INSPECTS ISOLATION WARD PREPARED FOR PATIENTS SHOWING SYMPTOMS OF EBOLA       Ã¢â¬Â¦Urges prompt report of any... http://t.co/CDwpBYJGQO
351,916223824,False,finalized,3,3/24/2016 17:25:35,disease_signs_or_symptoms,0.6674,,'497087104607064064',"Abuja Schools Resume, Screen Pupils for Symptoms of Ebola Virus http://t.co/HJohaBwkrJ via @naijaxclusive"
367,916223449,False,finalized,3,3/24/2016 12:36:23,disease_signs_or_symptoms,0.3778,,'497086680667787265',RT @globalnewsto: UPDATED: Ontario hospital treating patient for Ebola-like symptoms http://t.co/hd8ptCZ36p http://t.co/nYOXaB2zap
381,916224110,False,finalized,3,3/24/2016 17:04:53,disease_signs_or_symptoms,0.6779,,'497087408673140737',"Abuja Schools Resume, Screen Pupils for Symptoms of Ebola Virus http://t.co/WKGVFuhqlO via @naijaxclusive"
384,916223580,False,finalized,3,3/24/2016 16:41:32,disease_signs_or_symptoms,0.6352,,'497086848301142016',Ebola patient flew day before symptoms #ebola #who #dallas #hospitals  http://t.co/EzHXY6XG5n
390,916224378,False,finalized,3,3/25/2016 09:28:38,disease_signs_or_symptoms,1.0,,'497087704921022464',RT @Will_Antonin: Whoa. Nurse may have had #Ebola symptoms 4 days earlier than thought. Took another commercial flight during that time httÃ¢â¬Â¦
394,916224406,False,finalized,3,3/24/2016 20:18:40,disease_signs_or_symptoms,1.0,,'497087745924558848',"Malaria or ebola symptoms?RT @omodonconiyon: Damn, I'm so cold!"
401,916223285,False,finalized,3,3/24/2016 11:29:37,disease_signs_or_symptoms,1.0,,'497086456360632321',World: Uganda patient with Ebola-like signs tests negative http://t.co/mqhZ2O2Tdt
404,916223723,False,finalized,3,3/24/2016 18:01:33,disease_signs_or_symptoms,1.0,,'497086962692415488',RT @AndreaMcCarren: #Ebola symptoms. Please share. And follow me for #FactsNotFear. @wusa9 @USATODAY http://t.co/mM5wtUeB78
405,916223570,False,finalized,6,3/24/2016 11:35:06,disease_signs_or_symptoms,0.8504,,'497086840688877569',"Abuja Schools Resume, Screen Pupils for Symptoms of Ebola Virus http://t.co/kIotiMcx30 via @naijaxclusive"
406,916223389,False,finalized,3,3/24/2016 11:22:50,disease_signs_or_symptoms,1.0,,'497086605229031425',Health Care Worker Aboard Cruise Ship Monitored for #Ebola Symptoms http://t.co/JoNKGACJyk
407,916224674,False,finalized,3,3/25/2016 11:15:03,disease_signs_or_symptoms,1.0,,'497088016452956160',RT @Ms_SharinBaybeh: 8. More symptoms you will find in this picture. #Ebola http://t.co/uKjdv3XYkF
415,916223834,False,finalized,3,3/24/2016 16:22:23,disease_signs_or_symptoms,1.0,,'497087125414608896',".@DrFriedenCDC: fever symptoms can be masked w/ OTC medicine, such as aspirin, &amp; can't be trusted 2 screen airline passengers. #tcot #Ebola"
418,916223221,False,finalized,3,3/24/2016 11:44:43,disease_signs_or_symptoms,0.6905,,'497086373799927809',RT @CP24: UPDATED: Precautions taken with patient at Brampton hospital with Ebola-like symptoms http://t.co/l8y1o1eWDh
423,916223180,False,finalized,3,3/24/2016 13:15:50,disease_signs_or_symptoms,1.0,,'497086335715655680',Canada Tests Patient with 'Flu-Like Symptoms' for Ebola http://t.co/vU4ZRabtDM #RWNJAlert
425,916223376,False,finalized,5,3/24/2016 11:12:27,disease_signs_or_symptoms,1.0,,'497086579979341825',US The #CDCÃ¢â¬â¢s Guide to #Ebola Symptoms: Most Ebola Patients Experience: Fever Headache Joint and muscle aches... http://t.co/Ys909GgvRi
429,916224429,False,finalized,3,3/24/2016 16:33:49,disease_signs_or_symptoms,0.6522,,'497087775288860672',"@NaijaFlyingDr: 13. Ebola can last 2-3 weeks,patients remain in isolation til symptoms subside/ tests come back negative for the virus."
434,916224650,False,finalized,3,3/25/2016 07:58:16,disease_signs_or_symptoms,0.6235,,'497087999318827008',"RT @nytimes: A patient in New York has Ebola-like symptoms, hospital says http://t.co/1P1ENfkNwl"
441,916223729,False,finalized,3,3/24/2016 17:18:08,disease_signs_or_symptoms,1.0,,'497086973497331712',"RT @robboma3: Shitting myself about this #Ebola situation...  Which is worrying, because that's one of the symptoms."
442,916224305,False,finalized,3,3/24/2016 16:33:08,disease_signs_or_symptoms,0.6692,,'497087604043419648',I'm confused. #Ebola is only contagious when symptoms are present. Newest patient flew on plane with no symptoms. Why is this a big deal?
446,916225095,False,finalized,3,3/25/2016 12:54:09,disease_signs_or_symptoms,0.3393,,'497088353498456064',RT @FoxNews: More than 100 monitored for #Ebola symptoms in #Ohio: http://t.co/IYu3EiTEUQ
469,916224102,False,finalized,3,3/25/2016 10:04:54,disease_signs_or_symptoms,1.0,,'497087397222289408',RT @wsyx6: More Info: South Columbus Woman claiming #Ebola-like symptoms told authorities she'd recently traveled to West Africa http://t.cÃ¢â¬Â¦
470,916223164,False,finalized,3,3/24/2016 11:51:41,disease_signs_or_symptoms,0.698,,'497086318724542464',RT @RT_com: BREAKING: Emergency in Madrid airport over patient with #Ebola symptoms on flight from Paris http://t.co/3s6eMlLunC
472,916224697,False,finalized,3,3/25/2016 11:22:28,disease_signs_or_symptoms,0.6857,,'497088037054992384',Patient last traveled from Liberia #ebola  New Haven Patient In Isolation w/ Ebola-Like Symptoms http://t.co/4ZbhxwnmVI
499,916223584,False,finalized,4,3/24/2016 11:23:08,disease_signs_or_symptoms,1.0,,'497086851186831360',RT @blogdiva: THE PROBLEM WITH #EBOLA those initial symptoms mimic the aches &amp; pains of everyday oppression http://t.co/n2B8haROJ6 @missckcÃ¢â¬Â¦
503,916224669,False,finalized,3,3/25/2016 10:44:58,disease_signs_or_symptoms,0.6596,,'497088010861957120',These Ten Things You Must Know About #Ebola! #EbolaVirus #EbolaAwareness #EbolaCure #EbolaTreatment #EbolaSymptoms http://t.co/dFUZDILijY
505,916223928,False,finalized,3,3/25/2016 11:44:52,disease_signs_or_symptoms,0.6845,,'497087218926616576',"@accra_boi &gt;&gt;""@UNICEF: #Ebola symptoms. Early treatment means a much better chance of survival. #Ebolaresponse http://t.co/CRQ5vOOhVD"""
509,916223384,False,finalized,6,3/24/2016 11:45:03,disease_signs_or_symptoms,1.0,,'497086599394775041',RT @premiumhmo: #Ebola symptoms in Pictures. Knowledge is power so share with your friends. @Gidi_Traffic http://t.co/ID7vMwPvRL
513,916224716,False,finalized,3,3/25/2016 11:15:03,disease_signs_or_symptoms,1.0,,'497088048350236673',The truth about #ebola symptoms http://t.co/zvKWHOwPJq
545,916224094,False,finalized,3,3/24/2016 16:28:27,disease_signs_or_symptoms,0.6414,,'497087386153943040',"The number 1 search at http://t.co/5qihJzgigZ reflects a big news story. Ebola Virus Symptoms, Treatment, Prevention http://t.co/DxCyzVBzll"
549,916224461,False,finalized,3,3/25/2016 10:57:26,disease_signs_or_symptoms,0.6486,,'497087810696773632',RT @SBSNews: Australian doctors put on alert for signs of the Ebola virus. http://t.co/SVHclObpWM http://t.co/vNeIMnAPEf
551,916224875,False,finalized,3,3/25/2016 08:42:22,disease_signs_or_symptoms,0.3514,,'497088178067894273',"Abuja Schools Resume, Screen Pupils for Symptoms of Ebola Virus http://t.co/ml5gMWHvGf via @naijaxclusive"
554,916224098,False,finalized,3,3/24/2016 16:27:57,disease_signs_or_symptoms,0.3684,,'497087391472287744',What's My Risk Of Catching Ebola? http://t.co/yHPshckpIS via @Snapzu #ebola #worldnews #health #disease #medicine
567,916224592,False,finalized,3,3/25/2016 08:40:29,disease_signs_or_symptoms,0.6596,,'497087959934304256',"Probably obvious but to clarify MONITORING means take temp twice a day, watch for #Ebola symptoms #early5"
589,916223223,False,finalized,6,3/24/2016 11:37:36,disease_signs_or_symptoms,0.6567,,'497086379743272960',"Ebola: What it Is, Its Symptoms, and How Collodial Silver and Vitamin C Can Provide Successful Solutions! Please Pass Along! ÃÂ« Galactic"
593,916225051,False,finalized,3,3/25/2016 10:58:55,disease_signs_or_symptoms,0.6389,,'497088317460983809',RT @JFXM: BREAKING: Air France Plane Isolated at Madrid Airport after Passenger Reports #Ebola Symptoms http://t.co/mxQkZsgtL5 http://t.co/Ã¢â¬Â¦
604,916223182,False,finalized,3,3/24/2016 11:29:37,disease_signs_or_symptoms,0.6512,,'497086338026336256',RT @CMichaelGibson: A guide to distinguishing #Ebola from other diseases can be found here on #WikiDoc http://t.co/cQX1313rlh
607,916223667,False,finalized,3,3/24/2016 16:31:08,disease_signs_or_symptoms,0.6939,,'497086902638354432',RT @TheOfficialBmax: Another Lagos Nurse shows Ebola symptoms http://t.co/3l3YNmk7Lx #24dailygistdotcom
609,916223213,False,finalized,3,3/24/2016 11:41:09,disease_signs_or_symptoms,0.7124,,'497086368032755712',Canada Quarantines Patient with Ebola-Like Symptoms #Health http://t.co/LgvzFcSM5E
623,916256240,True,golden,173,,disease_signs_or_symptoms,0.9151,disease_signs_or_symptoms,'497088112888012800',Some of the symptoms of EBOLA. Please be cautious and careful #EBOLA #Symptoms #Sick #Health http://t.co/KOGX3YGbJ5
630,916223821,False,finalized,3,3/24/2016 17:14:37,disease_signs_or_symptoms,0.6857,,'497087102291410944',RT @BBuzz33: @NMoralesNBC a blood test for #Ebola @PrimerdesignLtd can detect the virus 5 days after exposure and before symptoms appear. WÃ¢â¬Â¦
631,916223482,False,finalized,4,3/24/2016 11:49:07,disease_signs_or_symptoms,0.7662,,'497086724279762944',[Manila Standard Today News] Canada docs tests patient with Ebola-like symptoms http://t.co/Up8XPxuBhZ
633,916223409,False,finalized,5,3/24/2016 11:46:45,disease_signs_or_symptoms,0.5997,,'497086627416903680',"*** Yale-NH Hospital has Patient w/possible #Ebola symptoms, per Hartford Courant"
634,916223793,False,finalized,3,3/24/2016 18:25:00,disease_signs_or_symptoms,0.6783,,'497087051087773697',RT @FRANCE24: Canadian hospital isolates patient with Ebola-like symptoms http://t.co/hSxWW3hpU6
654,916223672,False,finalized,3,3/25/2016 09:37:16,disease_signs_or_symptoms,0.6861,,'497086908124524544',RT @CBSHealth: Husband of Ebola patient monitoring himself for signs of disease http://t.co/kYGcsNjCyS http://t.co/stB6vi6zAi
656,916225096,False,finalized,3,3/25/2016 09:25:58,disease_signs_or_symptoms,0.6829,,'497088354043695104',RT @CityNews: #BREAKING: Brampton Civic Hospital treating patient who came from Africa with fever and other Ebola-like symptoms
664,916223183,False,finalized,3,3/24/2016 12:33:17,disease_signs_or_symptoms,0.3743,,'497086338135777280',"Epidemiology and surveillance  Between 2 and 4 August 2014, a total of 108 new cases of Ebola virus disease... http://t.co/8KCNpqygVI"
668,916224626,False,finalized,3,3/25/2016 10:43:06,disease_signs_or_symptoms,1.0,,'497087983468961792',Ã¢â¬Å@AndreaMcCarren: #Ebola symptoms. Please share. And follow me for #FactsNotFear. @wusa9 @USATODAY http://t.co/JBVi6NgMucÃ¢â¬Â
672,916223777,False,finalized,3,3/24/2016 16:34:01,disease_signs_or_symptoms,1.0,,'497087030388461569',RT @DickZucker: Like a fever? Maybe you should CC the CDC. MT: @WhiteHouse FACT: #Ebola ONLY spreads when people are showing symptoms.
675,916225113,False,finalized,3,3/25/2016 10:44:16,disease_signs_or_symptoms,1.0,,'497088364487925760',@tracysolomon I wonder why he's still kept in isolation.  Scary that it's similar symptoms of Ebola but it's not Ebola.  A bit skeptical.
677,916224208,False,finalized,3,3/24/2016 17:01:23,disease_signs_or_symptoms,1.0,,'497087510900506624',"RT @abc7newsBayArea: Worried about #Ebola? Here's a look at the signs and symptoms, according to the #CDC: http://t.co/TFlN4B8op0"
692,916223364,False,finalized,3,3/24/2016 11:29:37,disease_signs_or_symptoms,0.6444,,'497086562145161216',"RT @Fox35Amy: NEWS ALERT: 5-year old boy rushed to hospital in Bronx, NY after showing signs/symptoms of Ebola. #Ebola #Fox35 http://t.co/BÃ¢â¬Â¦"
693,916223908,False,finalized,3,3/24/2016 18:09:48,disease_signs_or_symptoms,0.6687,,'497087204024659968',"http://t.co/PKOR7zcMZq provides information on the symptoms of Ebola, explains what the virus actually is, hopes to dispel false information"
707,916224428,False,finalized,3,3/24/2016 16:34:53,disease_signs_or_symptoms,0.6683,,'497087773556613120',RT @PopWrapped: ICYMI: #Ebola Strikes Again: Texas Nurse Tests Positive For Fatal Disease (STORY) http://t.co/Gcu8h2GHVy
714,916223313,False,finalized,5,3/24/2016 11:22:51,disease_signs_or_symptoms,0.6152,,'497086486379249664',RT @CDCgov: #Ebola can only spread to others after symptoms begin.  Get the facts: http://t.co/3EGutyt5U4
750,916224478,False,finalized,3,3/25/2016 10:00:34,disease_signs_or_symptoms,0.6154,,'497087833329258496',RT @rob_matigzeck: Ã¢â¬Å@Olivia9899: ROBERT HAS EBOLAÃ¢â¬ÂIM TERRIFIED I HAVE ALL THE SYMPTOMS
751,916224961,False,finalized,3,3/25/2016 11:15:03,disease_signs_or_symptoms,0.6536,,'497088250243080192',RT @RippDemUp: BREAKING: Individual On International Space Station Shows Ebola Symptoms - White Americans Scrap Plan to Leave Earth . #EbolÃ¢â¬Â¦
753,916224143,False,finalized,3,3/24/2016 17:07:19,disease_signs_or_symptoms,0.6627,,'497087429531033600',Ã¢â¬Å@Mississauga411: #BREAKING Brampton hospital treating patient with Ebola-like symptoms.Ã¢â¬Â  AKA flu-like symptoms. No need for sensationalism
755,916223525,False,finalized,3,3/24/2016 11:35:01,disease_signs_or_symptoms,1.0,,'497086780202827778',As far as I'm aware  #Ebola has a three week onset time. So there may not be showing symptoms at airport screenings.
774,916224763,False,finalized,3,3/25/2016 07:58:16,disease_signs_or_symptoms,1.0,,'497088112888012800',Some of the symptoms of EBOLA. Please be cautious and careful #EBOLA #Symptoms #Sick #Health http://t.co/KOGX3YGbJ5
798,916224652,False,finalized,3,3/25/2016 10:54:07,disease_signs_or_symptoms,0.6536,,'497088000220995584',"RT @donna_lypchuk: Ebola-like symptoms found in Brampton patient, but doctor warns against jumping to conclusions http://t.co/9w5U5OhD3e"
802,916224670,False,finalized,3,3/25/2016 10:55:34,disease_signs_or_symptoms,0.375,,'497088012329578496',"RT @WHO: People suspected, confirmed w/ #Ebola shld be treated by health workers in treatment centres under strict safe conds http://t.co/pÃ¢â¬Â¦"
805,916223610,False,finalized,3,3/24/2016 11:37:21,disease_signs_or_symptoms,0.3469,,'497086868190543872',RT @FoxNews: More than 100 monitored for #Ebola symptoms in #Ohio: http://t.co/IYu3EiTEUQ
813,916224903,False,finalized,3,3/25/2016 09:29:06,disease_signs_or_symptoms,1.0,,'497088196094615552',"RT @NTANewsNow: Ebola symptoms starts as malaria or cold then vomiting, weakness, Joint &amp; Muscle Ache, Stomach pain and Lack of Appetite. #Ã¢â¬Â¦"
823,916224196,False,finalized,3,3/24/2016 16:25:57,disease_signs_or_symptoms,0.6617,,'497087496711598080',"Abuja Schools Resume, Screen Pupils for Symptoms of Ebola Virus http://t.co/RkcwHS2P4G via @naijaxclusive"
824,916224648,False,finalized,3,3/25/2016 10:29:59,disease_signs_or_symptoms,0.6579,,'497087997741772800',"Abuja Schools Resume, Screen Pupils for Symptoms of Ebola Virus http://t.co/caBIyDiGUl via @naijaxclusive"
827,916223850,False,finalized,3,3/24/2016 16:47:22,disease_signs_or_symptoms,0.6757,,'497087141889839104',".@gretawire @foxnewsalert Patient with #Ebola symptoms prompts lock-down in Amarillo, TX (On flight w/ 2nd Vic) http://t.co/9r6Zlpz8FW Ã¢â¬Â¦"
829,916224856,False,finalized,3,3/25/2016 09:51:12,disease_signs_or_symptoms,1.0,,'497088162561552385',Doctors near Toronto say patient has Ebola-like symptoms http://t.co/edhCF1gpLt
841,916224894,False,finalized,3,3/25/2016 07:42:20,disease_signs_or_symptoms,0.6519,,'497088190142873600',RT @NBCNews: Ontario hospital treating patient with Ebola-like symptoms who was recently in Nigeria http://t.co/WxVof0TcMS
870,916224977,False,finalized,3,3/25/2016 07:52:37,disease_signs_or_symptoms,0.6829,,'497088260263268352',"Abuja Schools Resume, Screen Pupils for Symptoms of Ebola Virus http://t.co/31cTGBnX1C via @naijaxclusive"
